Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
2009-01-21,1232517600.0,EBAY,5.22,81.8,840.24,32.88,48.92,N/A,8.87,1.84,1.50,22.37,25.89,9.68,18.02,6.571,16329999999.999998,12380000000.0,N/A,0.65,1.43,4.232,1.43,5910000000.0,4.232,1940000000.0,1.44,N/A,12.10,3640000000.0,2.854,N/A,2.105,8.375,2990000000.0,1.51,15.44,70.60,30990000.0,1.8,2.90,29130000.0,1.0
2006-07-05,1152075600.0,EBAY,11.16,13.8,1270.91,20.02,-6.22,N/A,38.27,8.41,3.88,21.87,29.09,8.44,12.03,3.565,41180000000.0,38470000000.0,N/A,1.16,7.83,20.789,7.83,3730000000.0,20.789,1070000000.0000001,0.76,3.10,34.80,2700000000.0,1.918,N/A,2.319,7.542,2100000000.0,3.35,16.53,66.50,46420000.0,2.3,4.20,46300000.0,0.0
2013-05-16,1368680400.0,EBAY,21.95,-6.88,1650.47,13.78,-20.66,21.39,27.25,5.06,3.47,18.68,21.06,5.78,13.64,11.24,67340000000.0,67340000000.0,17.43,1.33,4.63,15.62,4.63,9860000000.0,15.62,2720000000.0,2.06,18.80,14.40,9400000000.0,7.25,4520000000.0,1.91,16.30,4240000000.0,0.87,9.47,83.80,11870000.0,1.10,1.00,15350000.0,0.0
2006-06-15,1150347600.0,EBAY,12.09,4.3,1256.16,22.03,-17.73,N/A,39.70,8.80,4.07,21.87,29.09,8.44,12.03,3.565,42710000000.0,40530000000.0,N/A,1.21,8.25,21.901,8.25,3730000000.0,21.901,1070000000.0000001,0.76,3.10,34.80,2700000000.0,1.918,N/A,2.319,7.542,2100000000.0,3.31,16.53,66.20,46300000.0,4.20,4.20,40670000.0,0.0
2007-07-16,1184562000.0,EBAY,13.53,-21.8,1549.52,-21.59,-0.21,N/A,38.48,7.29,4.13,19.76,24.88,8.89,11.49,4.568,46600000000.0,43020000000.0,N/A,1.20,6.78,17.563,6.78,4710000000.0,17.563,1250000000.0,0.89,51.90,27.20,3280000000.0,2.408,N/A,2.266,8.226,2230000000.0,3.63,20.94,66.50,32520000.000000004,2.5,3.00,33970000.0,0.0
2011-11-25,1322200800.0,EBAY,11.11,73.54,1158.67,21.62,51.92,15.74,20.58,3.42,2.28,16.80,20.54,6.16,11.60,8.31,35390000000.0,35390000000.0,12.21,1.17,3.29,11.52,3.29,6590000000.0,11.52,1810000000.0,1.37,13.60,31.80,4010000000.0,3.11,2540000000.0,1.59,12.53,35390000000.0,1.37,11.08,80.90,14250000.0,1.00,N/A,15710000.0,1.0
2008-10-29,1225256400.0,EBAY,5.96,51.85,930.09,14.62,37.23,N/A,11.01,2.16,1.75,22.37,25.89,9.68,18.02,6.571,20460000000.0,15080000000.0,N/A,0.62,1.74,5.155,1.74,5910000000.0,5.155,1940000000.0,1.44,N/A,12.10,3640000000.0,2.827,N/A,2.105,8.297,2990000000.0,1.34,21.07,70.50,28310000.0,1.6,2.60,34090000.0,1.0
2012-07-24,1343106000.0,EBAY,17.12,19.74,1338.31,25.98,-6.24,11.01,15.56,4.38,3.01,28.67,20.34,6.24,21.25,10.10,53340000000.0,53340000000.0,16.15,1.41,4.10,14.19,4.10,8189999999.999999,14.19,3730000000.0,2.84,144.50,23.10,5750000000.0,4.47,2080000000.0,1.95,14.68,3090000000.0,1.10,10.28,82.60,18530000.0,1.30,1.60,21110000.0,0.0
2005-06-16,1118898000.0,EBAY,14.78,-19.42,1210.96,3.35,-22.77,2.566,61.62,14.20,6.96,23.53,31.81,9.37,13.26,2.669,50370000000.0,48360000000.0,37.34,1.85,13.63,34.4,13.63,2660000000.0,34.4,834410000.0,0.61,28.10,36.40,2020000000.0,1.494,2.566,2.566,5.364,1410000000.0,2.119,18.25,62.40,38440000.0,1.5,3.80,28320000.0,0.0
2004-06-10,1086843600.0,EBAY,17.19,-16.17,1136.47,5.42,-21.59,0.018,106.86,23.21,10.56,22.51,30.55,10.04,11.76,3.679,57250000000.0,56680000000.0,55.12,2.05,23.18,70.89,23.18,1750000000.0,70.89,543090000.0,0.815,76.80,78.30,1920000000.0,2.92,97190000.0,2.777,8.174,1050000000.0,1.576,23.50,67.52,27710000.0,2.725,5.51,29590000.0,0.0
2004-11-30,1101794400.0,EBAY,22.09,-20.19,1173.82,6.45,-26.64,0.02,106.68,24.77,12.14,24.24,32.73,11.36,13.38,4.409,74680000000.0,72720000000.0,70.85,2.61,24.37,70.21,24.37,1750000000.0,70.21,715310000.0,1.056,76.80,78.30,2080000000.0,3.13,124720000.0,9.187,9.187,1170000000.0,1.763,23.50,67.93,24390000.0,2.014,4.81,26480000.0,0.0
2004-10-12,1097557200.0,EBAY,18.39,-15.66,1121.84,4.98,-20.64,0.022,98.25,22.59,10.56,23.98,32.43,10.95,12.85,4.036,61960000000.0,59950000000.0,58.58,2.14,22.13,64.1,22.13,1750000000.0,64.1,641620000.0,0.954,76.80,78.30,2140000000.0000002,3.23,125160000.0,3.22,8.772,1100000000.0,1.676,23.50,67.78,30850000.0,3.251,6.10,25350000.0,0.0
2004-11-19,1100844000.0,EBAY,21.31,-17.55,1170.34,6.66,-24.21,0.02,104.64,24.30,11.90,24.24,32.73,11.36,13.38,4.409,73250000000.0,71300000000.0,69.50,2.56,23.89,68.83,23.89,1750000000.0,68.83,715310000.0,1.056,76.80,78.30,2080000000.0,3.13,124720000.0,9.187,9.187,1170000000.0,1.763,23.50,68.02,26480000.0,2.643,5.22,30850000.0,0.0
2013-01-22,1358834400.0,EBAY,21.0,1.95,1492.56,23.6,-21.65,21.65,27.24,4.98,3.36,18.54,20.52,5.59,13.45,10.89,65260000000.00001,65260000000.00001,16.94,1.35,4.64,15.96,4.64,8189999999.999999,15.96,2610000000.0,1.99,62.10,18.10,9410000000.0,7.27,4520000000.0,1.95,16.13,3840000000.0,0.93,9.55,82.50,10110000.0,1.10,0.90,13810000.0,0.0
2010-08-30,1283144400.0,ECL,43.22,13.51,1048.92,15.64,-2.13,N/A,23.48,1.83,5.98,8.01,13.21,10.44,26.52,25.72,11690000000.0,11690000000.0,18.75,1.56,1.93,10.18,1.93,2920000000.0,10.18,485600000.0,2.03,30.50,5.50,121300000.0,0.52,963700000.0,1.30,7.96,11690000000.0,0.76,0.24,83.80,6110000.0,3.20,2.70,5970000.0,0.0
2007-02-13,1171346400.0,ECL,38.47,9.64,1444.26,-5.33,14.97,0.416,32.31,2.31,6.26,7.39,12.37,9.41,20.67,18.827,11080000000.0,N/A,N/A,2.19,N/A,N/A,N/A,2290000000.0,N/A,352120000.0,1.37,12.70,9.80,54190000.0,0.216,732960000.0,1.227,7.02,572640000.0,0.07,29.09,53.60,3790000.0,4.8,1.50,3850000.0,1.0
2013-05-10,1368162000.0,ECL,82.47,21.94,1633.7,14.98,6.96,100.03,32.06,2.16,4.17,6.84,13.10,5.71,13.59,40.55,31120000000.0,31120000000.0,20.91,1.63,2.62,13.64,2.62,5360000000.0,13.64,813500000.0,2.71,221.10,2.20,824300000.0,2.79,6230000000.0,1.72,20.82,1280000000.0,0.58,9.61,77.60,3040000.0,2.90,1.20,3090000.0,1.0
2011-04-06,1302066000.0,ECL,47.91,20.48,1335.54,4.68,15.8,39.64,23.32,1.99,5.68,8.71,13.37,10.29,25.64,26.09,12620000000.0,12620000000.0,18.19,1.57,2.07,10.86,2.07,3080000000.0,10.86,530299999.99999994,2.23,13.40,0.70,242300000.0,1.04,845600000.0,1.41,9.16,12620000000.0,0.70,0.26,82.20,3480000.0,1.90,1.50,2930000.0,1.0
2007-01-23,1169532000.0,ECL,38.77,8.2,1427.99,-6.26,14.46,0.416,32.32,2.32,6.28,7.39,12.37,9.41,20.67,18.827,11080000000.0,11760000000.0,N/A,2.13,2.47,13.769,2.47,2290000000.0,13.769,352120000.0,1.37,12.70,9.80,54190000.0,0.216,732960000.0,1.227,7.02,572640000.0,0.08,30.59,55.00,3850000.0,6.5,1.50,4200000.0,1.0
2013-04-23,1366693200.0,ECL,79.61,28.9,1578.78,18.79,10.11,106.20,35.33,2.05,3.99,5.94,12.91,5.35,11.79,40.47,29640000000.0,29640000000.0,20.15,1.46,2.50,13.21,2.50,5360000000.0,13.21,703600000.0,2.35,160.90,65.10,1160000000.0,3.93,6540000000.0,1.60,20.62,1200000000.0,0.58,9.61,77.60,3090000.0,2.80,1.20,3020000.0,1.0
2005-01-11,1105423200.0,ECL,28.97,7.7,1182.99,9.4,-1.7,0.472,28.96,2.14,5.91,7.54,12.91,9.18,22.76,15.589,8770000000.0,9320000000.0,25.59,2.34,2.29,12.15,2.29,1920000000.0,12.15,306680000.0,1.175,32.20,10.50,72100000.0,0.28,694690000.0,1.308,5.711,547090000.0,0.616,17.46,54.33,4860000.0,7.894,2.29,5350000.0,0.0
2007-04-13,1176440400.0,ECL,38.47,2.96,1452.85,-8.26,11.22,0.634,30.57,2.26,6.59,7.53,12.49,9.31,22.14,19.418,10980000000.0,11620000000.0,N/A,1.79,2.37,13.204,2.37,2480000000.0,13.204,368610000.0,1.43,23.30,11.30,484030000.0,1.931,1070000000.0000001,1.233,6.685,627560000.0,0.23,29.10,56.30,3160000.0,3.3,1.30,2960000.0,1.0
2012-07-24,1343106000.0,ECL,61.57,44.96,1338.31,25.98,18.98,107.80,40.25,2.41,3.39,5.17,12.48,5.71,10.31,32.14,25370000000.0,25370000000.0,18.37,1.51,3.14,17.01,3.14,3320000000.0,17.01,418600000.0,1.63,46.90,85.10,354000000.0,1.21,6260000000.0,1.13,19.64,739900000.0,0.65,11.02,77.30,3600000.0,2.00,1.40,4800000.0,1.0
2013-05-08,1367989200.0,ED,52.08,-3.8,1632.69,14.88,-18.68,100.78,17.45,1.50,1.55,8.57,18.74,3.54,8.99,41.97,30500000000.0,30500000000.0,16.18,8.30,2.48,9.31,2.48,8300000000.000001,9.31,1050000000.0,3.57,30.70,3.40,132000000.0,0.45,11980000000.0,0.93,40.59,2109999999.9999998,0.09,0.07,44.70,6880000.0,5.10,2.40,7040000.0,0.0
2004-09-08,1094619600.0,ED,21.7,18.53,1116.27,10.34,8.19,1.018,17.92,1.04,1.33,5.61,12.92,2.68,8.33,43.432,10350000000.0,17149999999.999998,15.25,N/A,1.73,9.38,1.73,3420000000.0,9.38,545000000.0,2.392,19.80,15.90,487000000.0,2.02,7340000000.0,1.085,32.064999,1580000000.0,0.098,0.56,44.64,9270000.0,10.282,3.86,9000000.0,1.0
2013-04-23,1366693200.0,ED,52.26,-5.36,1578.78,18.79,-24.15,95.33,16.16,1.50,1.54,9.34,19.19,3.64,9.68,41.61,29220000000.0,29220000000.0,16.24,8.13,2.40,8.87,2.40,8300000000.000001,8.87,1140000000.0,3.86,8.40,0.40,394000000.0,1.35,11320000000.0,0.88,40.53,2600000000.0,0.08,0.07,44.70,7040000.0,5.20,2.40,6700000.0,0.0
2004-11-16,1100584800.0,ED,23.46,4.6,1175.43,4.75,-0.15,0.989,19.90,1.11,1.39,5.53,12.40,2.55,7.97,42.427,10920000000.0,18310000000.0,16.00,8.55,1.85,10.3,1.85,3420000000.0,10.3,534000000.0,2.267,19.80,15.90,70000000.0,0.29,7240000000.0,1.138,32.537998,1560000000.0,0.068,0.54,41.89,9610000.0,14.969,3.99,9170000.0,0.0
2013-03-14,1363237200.0,ED,49.17,-2.99,1563.23,17.78,-20.77,95.33,15.23,1.41,1.45,9.34,19.19,3.64,9.68,41.61,28190000000.0,28190000000.0,15.26,7.77,2.31,8.56,2.31,8300000000.000001,8.56,1140000000.0,3.86,8.40,0.40,394000000.0,1.35,11320000000.0,0.88,40.53,2600000000.0,0.10,0.07,44.70,5680000.0,3.50,1.90,5720000.0,0.0
2011-09-27,1317099600.0,ED,44.48,10.54,1175.38,21.95,-11.41,93.23,15.60,1.26,1.48,8.04,16.86,3.95,9.61,45.54,26830000000.0,26830000000.0,15.39,4.50,2.03,8.70,2.03,7590000000.0,8.70,1060000000.0,3.64,9.80,0.80,492000000.0,1.68,10690000000.0,1.30,38.42,26830000000.0,0.21,0.09,41.40,13470000.0,3.60,4.60,13920000.0,0.0
2012-10-15,1350277200.0,ED,48.95,-3.58,1440.13,17.91,-21.49,102.60,16.52,1.41,1.51,8.56,18.09,3.70,9.24,42.49,28020000000.0,28020000000.0,15.58,5.28,2.25,8.85,2.25,7940000000.0,8.85,1060000000.0,3.62,29.70,7.40,1380000000.0,4.72,11880000000.0,0.94,39.53,2800000000.0,0.14,0.07,43.50,6540000.0,4.80,2.20,6650000.0,0.0
2007-03-20,1174366800.0,ED,29.03,-14.47,1410.94,-7.97,-6.5,1.101,16.89,1.04,1.58,6.07,13.74,4.09,9.64,48.684,12810000000.0,21570000000.0,N/A,5.17,1.78,9.346,1.78,5440000000.0,9.346,738000000.0,2.94,45.70,9.50,94000000.0,0.365,8820000000.0,1.007,31.089001,1350000000.0,0.24,0.02,51.10,12130000.0,10.7,4.70,13400000.0,0.0
2008-02-20,1203487200.0,ED,26.05,-5.34,1360.03,-42.73,37.39,1.025,12.16,0.89,1.28,7.15,14.54,4.34,10.91,49.196,11560000000.0,20580000000.0,N/A,3.62,1.59,8.104,1.59,5440000000.0,8.104,923000000.0,3.50,35.10,5.90,192000000.0,0.707,9210000000.0,0.893,33.143002,1640000000.0,0.55,0.13,51.00,6380000.0,2.9,2.40,7020000.0,1.0
2008-03-24,1206334800.0,ED,24.86,-0.56,1349.88,-40.28,39.72,1.023,11.66,0.85,1.22,7.08,14.08,4.19,10.83,49.268,11030000000.0,20180000000.0,N/A,3.82,1.54,8.055,1.54,5900000000.0,8.055,925000000.0,3.48,N/A,N/A,210000000.0,0.772,9280000000.0,0.669,33.365002,1560000000.0,0.64,0.13,51.80,9390000.0,3.50,3.50,8840000.0,1.0
2011-12-29,1325138400.0,ED,49.7,-8.57,1263.02,11.04,-19.61,91.58,16.75,1.40,1.60,8.34,17.34,3.95,9.71,44.90,28590000000.0,28590000000.0,16.76,4.73,2.18,9.09,2.18,7590000000.0,9.09,1090000000.0,3.71,9.40,2.10,398000000.0,1.36,10680000000.0,1.17,39.11,3570000000.0,0.24,0.09,41.40,10750000.0,6.20,3.70,10700000.0,0.0
2013-04-23,1366693200.0,EFX,56.55,18.92,1578.78,18.79,0.13,88.34,26.69,3.27,3.65,12.59,22.63,7.61,15.26,18.02,8640000000.0,8640000000.0,15.16,1.29,4.00,13.25,4.00,1330000000.0,13.25,272100000.0,2.22,N/A,N/A,146800000.0,1.22,1730000000.0,0.82,16.06,496300000.0,0.92,0.98,89.70,2150000.0,2.40,1.80,2320000.0,1.0
2005-03-08,1110261600.0,EFX,26.94,20.53,1219.43,4.84,15.69,1.249,17.44,3.18,7.73,18.64,29.53,15.49,50.48,9.534,3990000000.0,4650000000.0,16.41,1.78,3.65,10.17,3.65,712500000.0,10.17,237300000.0,1.77,7.40,10.50,52100000.0,0.4,654200000.0,0.656,4.046,308300000.0,0.885,0.39,78.19,3420000.0,5.08,2.65,3530000.0,1.0
2010-04-14,1271221200.0,EFX,32.16,5.38,1210.65,8.58,-3.2,N/A,19.46,2.47,2.81,12.82,23.70,7.94,16.06,14.446,5570000000.0,5570000000.0,N/A,1.63,3.05,9.426,3.05,1060000000.0,9.426,233900000.0,1.83,5.90,4.00,103100000.0,0.816,1180000000.0,0.847,12.688,418400000.0,1.09,0.85,80.90,4090000.0,4.2,3.90,3260000.0,0.0
2004-10-15,1097816400.0,EFX,22.64,33.04,1108.2,7.07,25.97,1.707,16.83,2.76,8.03,16.82,25.83,13.24,55.84,9.172,3410000000.0,4120000000.0,15.29,1.62,3.32,10.03,3.32,712500000.0,10.03,208500000.0,1.545,7.40,10.50,24900000.0,0.19,725900000.0,1.115,3.239,306700000.0,0.794,0.08,76.68,4019999.9999999995,10.612,3.07,3800000.0,1.0
2013-05-09,1368075600.0,EFX,59.8,14.35,1626.67,15.48,-1.13,79.35,25.52,3.42,3.76,13.58,22.95,8.06,15.08,18.51,9010000000.0,9010000000.0,15.74,1.36,4.06,13.25,4.06,1330000000.0,13.25,283100000.0,2.46,41.40,12.00,107600000.0,0.89,1620000000.0,1.08,16.74,514299999.99999994,0.93,0.98,89.70,1860000.0,2.60,1.60,2150000.0,0.0
2007-06-14,1181797200.0,EFX,39.36,-17.81,1522.97,-10.7,-7.11,0.491,20.28,3.50,5.95,17.79,29.12,16.01,31.44,12.512,5550000000.0,5910000000.0,N/A,1.60,3.75,10.59,3.75,919900000.0,10.59,280600000.0,2.19,9.70,8.30,69600000.0,0.556,455900000.0,0.658,7.421,374800000.0,1.34,0.34,74.10,6570000.0,6.9,5.30,5340000.0,0.0
2006-07-14,1152853200.0,EFX,28.46,43.01,1236.2,25.59,17.42,0.655,16.94,2.84,4.88,17.02,29.12,15.19,35.25,11.382,4139999999.9999995,4690000000.0,N/A,1.66,3.18,9.115,3.18,849200000.0,9.115,250800000.0,1.90,7.30,8.90,56400000.0,0.439,561200000.0,1.022,6.672,361300000.0,1.08,1.84,78.80,1.6,1.6,0.70,N/A,1.0
2010-04-13,1271134800.0,EFX,31.96,5.94,1197.3,9.78,-3.84,N/A,19.35,2.46,2.80,12.82,23.70,7.94,16.06,14.446,5550000000.0,5550000000.0,N/A,1.63,3.04,9.384,3.04,1060000000.0,9.384,233900000.0,1.83,5.90,4.00,103100000.0,0.816,1180000000.0,0.847,12.688,418400000.0,1.09,0.85,80.90,4090000.0,4.2,3.90,3260000.0,0.0
2011-07-18,1310965200.0,EFX,30.85,47.59,1305.44,4.46,43.13,57.38,16.14,2.22,2.40,14.15,23.02,7.79,14.37,15.24,5160000000.0,5160000000.0,12.54,1.30,2.73,8.56,2.73,1100000000.0,8.56,238500000.0,2.13,1.10,6.70,86900000.0,0.71,1020000000.0,1.41,14.23,5160000000.0,1.05,6.63,77.40,1280000.0,1.20,1.10,1780000.0,1.0
2005-01-26,1106719200.0,EFX,24.43,37.54,1174.07,8.5,29.04,1.476,17.96,2.92,7.92,16.64,26.08,13.40,52.04,9.337,3640000000.0,4310000000.0,16.44,1.86,3.44,10.5,3.44,712500000.0,10.5,208400000.0,1.556,7.40,10.50,22700000.0,0.17,680800000.0,0.579,3.546,308300000.0,0.902,0.38,78.96,3530000.0,7.346,2.72,4010000.0,1.0
2013-06-28,1372395600.0,EIX,42.86,22.47,1606.28,22.08,0.39,88.86,N/A,1.28,1.61,0.04,20.60,3.29,13.83,37.05,25860000000.0,25860000000.0,13.54,69.70,2.14,6.27,2.14,3820000000.0,6.27,1580000000.0,0.03,191.40,9.00,115000000.0,0.35,10050000000.0,0.62,29.33,3160000000.0,0.30,0.17,81.10,2600000.0,0.80,0.80,2950000.0,1.0
2003-12-15,1071468000.0,EIX,13.99,50.75,1068.04,12.67,38.08,2.896,10.68,0.57,1.30,5.41,14.79,1.87,13.86,36.468,6860000000.0,18770000000.0,13.04,2.45,1.56,6.49,1.56,8289999999.999999,6.49,650000000.0,1.971,15.20,0.50,3250000000.0,9.96,15100000000.0,0.852,N/A,N/A,0.089,14.00,71.84,7380000.0,5.994,2.63,7910000.0,1.0
2005-04-05,1112677200.0,EIX,25.04,19.49,1181.39,11.02,8.47,1.75,52.01,1.12,1.89,3.61,10.79,1.07,4.06,30.906,11610000000.0,19440000000.0,14.72,3.12,1.91,9.16,1.91,8010000000.0,9.16,226000000.0,0.69,31.10,5.60,2690000000.0,8.25,10580000000.0,1.35,18.566,906000000.0,0.101,14.00,71.76,5720000.0,3.499,2.04,5060000.0,1.0
2004-04-14,1081918800.0,EIX,15.54,59.78,1128.17,3.0,56.78,2.691,9.64,0.63,1.42,6.42,14.76,2.21,15.81,36.884,7430000000.0,20050000000.0,13.49,2.80,1.65,6.74,1.65,8289999999.999999,6.74,779000000.0,2.366,15.20,0.50,2200000000.0,6.75,14480000000.0,0.819,16.521999,3850000000.0,0.132,14.00,69.98,5990000.0,4.101,2.14,6170000.0,1.0
2008-02-20,1203487200.0,EIX,38.13,-42.96,1360.03,-42.73,-0.23,1.138,14.55,1.30,2.00,9.06,19.28,4.22,14.47,39.782,16809999999.999998,24540000000.0,N/A,1.64,1.89,6.432,1.89,7460000000.0,6.432,1140000000.0,3.55,0.70,3.70,1810000000.0,5.555,9550000000.0,1.118,25.747999,3250000000.0,0.71,0.26,73.80,2910000.0,1.3,0.90,2840000.0,0.0
2005-01-11,1105423200.0,EIX,21.21,50.97,1182.99,9.4,41.57,2.194,190.25,0.97,1.79,0.56,9.75,0.16,1.08,31.491,10100000000.0,20170000000.0,14.36,3.50,1.95,9.81,1.95,8010000000.0,9.81,58000000.0,0.163,31.10,5.60,2430000000.0,7.47,12390000000.0,1.167,17.334999,906000000.0,0.079,14.00,71.36,6620000.0,5.739,2.36,6620000.0,1.0
2012-11-07,1352268000.0,EIX,39.15,13.28,1394.53,25.29,-12.01,122.31,N/A,1.15,1.50,3.65,12.60,2.12,2.83,40.56,29420000000.0,29420000000.0,17.76,6.42,2.23,8.15,2.23,3830000000.0,8.15,353000000.0,1.49,55.40,6.50,1080000000.0,3.32,14700000000.0,1.05,30.52,3240000000.0,0.40,0.14,79.60,2420000.0,1.50,0.80,3110000.0,0.0
2012-08-22,1345611600.0,EIX,38.13,7.82,1413.49,17.22,-9.4,121.81,N/A,1.12,1.45,1.91,14.03,2.35,2.02,39.59,28710000000.0,28710000000.0,17.42,21.08,2.22,7.71,2.22,3830000000.0,7.71,245000000.0,0.76,58.00,2.50,1180000000.0,3.61,14550000000.0,1.05,30.52,3840000000.0,0.43,0.14,79.10,2400000.0,1.20,0.80,2460000.0,0.0
2007-12-17,1197871200.0,EIX,40.1,-38.68,1445.9,-36.84,-1.84,1.138,15.55,1.41,2.18,9.06,19.28,4.22,14.47,39.782,17970000000.0,25700000000.0,N/A,2.10,1.98,6.735,1.98,7460000000.0,6.735,1140000000.0,3.55,0.70,3.70,1810000000.0,5.555,9550000000.0,1.118,25.747999,3250000000.0,0.62,0.25,74.80,3300000.0,1.9,1.00,3720000.0,0.0
2004-08-23,1093237200.0,EIX,18.23,61.16,1095.68,11.13,50.03,3.207,21.53,0.74,1.76,3.52,11.18,1.18,8.18,36.308,8850000000.0,22360000000.0,13.71,3.16,1.88,8.69,1.88,8010000000.0,8.69,419000000.0,1.261,31.10,5.60,2600000000.0,15990000000.0,15990000000.0,1.149,15.306,2950000000.0,0.134,14.00,70.72,8740000.0,5.157,3.12,7200000.0,1.0
2004-12-10,1102658400.0,EL,19.61,-26.67,1188.0,6.01,-32.68,0.317,26.77,1.69,5.79,6.75,11.26,10.52,23.94,25.668,10240000000.0,10220000000.0,20.91,1.79,1.72,11.84,1.72,4310000000.0,11.84,392700000.0,1.695,7.00,13.10,387100000.0,1.71,550100000.0,1.661,7.693,612800000.0,0.738,42.02,46.03,1910000.0,1.526,1.46,N/A,0.0
2011-08-15,1313384400.0,EL,43.45,28.79,1204.49,16.56,12.23,48.54,29.74,2.25,7.72,7.96,13.69,12.26,29.62,43.51,19950000000.0,19950000000.0,23.08,2.24,2.32,13.71,2.32,5970000000.0,13.71,683600000.0,3.39,116.90,16.40,1100000000.0,5.59,1230000000.0,1.88,12.73,19950000000.0,1.46,1.88,57.10,2680000.0,2.70,2.30,2840000.0,1.0
2006-06-19,1150693200.0,EL,16.93,19.08,1240.13,23.67,-4.59,0.361,31.69,1.27,5.32,4.13,10.52,11.04,19.61,29.605,8140000000.000001,8420000000.0,N/A,1.54,1.31,9.597,1.31,4720000000.0,9.597,338500000.0,1.21,44.00,3.50,268300000.0,1.264,555400000.0,1.486,7.25,652800000.0,0.8,63.86,51.60,5020000.0,6.1,2.50,4300000.0,0.0
2004-06-22,1087880400.0,EL,19.99,-17.31,1134.41,7.01,-24.32,0.513,31.02,1.91,6.53,6.53,10.72,9.95,23.01,24.227,10690000000.0,10670000000.0,24.63,2.12,1.90,13.55,1.90,3780000000.0,13.55,351300000.0,1.517,66.60,7.90,867800000.0,3.82,841600000.0,1.928,7.222,682200000.0,0.82,47.06,40.83,4840000.0,5.667,4.02,4460000.0,0.0
2013-05-15,1368594000.0,EL,67.69,3.13,1658.78,12.78,-9.65,42.07,28.96,2.78,8.72,9.74,14.99,13.72,32.33,25.84,27470000000.0,27470000000.0,24.32,1.92,2.74,15.00,2.74,7720000000.0,15.00,977000000.0,2.48,37.10,1.90,1440000000.0,3.71,1350000000.0,2.24,8.24,1190000000.0,1.28,2.54,93.80,6210000.0,3.40,3.00,5480000.0,0.0
2003-11-25,1069740000.0,EL,15.79,18.62,1053.89,12.13,6.49,0.56,28.74,1.63,5.67,6.31,9.74,9.42,21.18,22.437,8600000000.0,8890000000.0,22.13,1.93,1.70,12.93,1.70,3780000000.0,12.93,305900000.0,1.312,66.60,7.90,482700000.0,2.12,842100000.0,1.91,6.59,N/A,0.893,43.69,40.08,4280000.0,5.925,3.33,4470000.0,1.0
2009-08-19,1250658000.0,EL,15.79,67.76,996.46,7.95,59.81,N/A,19.33,0.90,4.20,4.66,8.58,8.07,22.22,39.106,7440000000.0,7440000000.0,N/A,1.73,0.97,8.139,0.97,5910000000.0,8.139,356500000.0,1.80,N/A,16.40,864500000.0,4.395,1420000000.0,2.008,8.338,478300000.0,1.31,5.55,100.50,7500000.0,6.9,4.00,7420000.0,1.0
2013-05-10,1368162000.0,EMN,60.93,29.82,1633.7,14.98,14.84,150.03,19.56,1.20,3.33,6.13,13.66,8.20,20.37,57.34,14950000000.0,14950000000.0,9.49,1.12,1.74,9.55,1.74,1760000000.0,9.55,524000000.0,3.43,56.30,26.70,178000000.0,1.15,4780000000.0,2.12,20.06,1110000000.0,1.77,0.35,88.10,2580000.0,1.70,1.90,2440000.0,1.0
2007-03-08,1173333600.0,EMN,22.68,8.25,1401.89,-7.74,15.99,0.785,11.96,0.66,2.42,5.49,9.17,7.15,22.47,90.743,4920000000.0,N/A,N/A,1.94,N/A,N/A,N/A,1400000000.0,N/A,409000000.0,4.92,43.90,1.30,939000000.0,11.232,1590000000.0,2.287,24.290001,609000000.0,1.37,0.32,87.70,2670000.0,4.9,3.30,2400000.0,1.0
2007-01-23,1169532000.0,EMN,23.69,-1.01,1427.99,-6.26,5.25,0.882,13.66,0.69,2.70,5.12,9.12,7.43,21.73,90.934,5170000000.0,6390000000.0,N/A,1.83,0.86,6.431,0.86,1400000000.0,6.431,380000000.0,4.60,22.80,8.30,430000000.0,5.225,1680000000.0,2.039,23.145,625000000.0,1.37,0.32,86.00,2400000.0,4.3,2.90,1950000.0,1.0
2005-04-04,1112590800.0,EMN,20.9,-9.52,1176.12,11.04,-20.56,1.742,27.31,0.71,3.96,2.58,2.66,2.90,16.02,84.143,4680000000.0,6420000000.0,11.80,1.89,0.98,12.92,0.98,978000000.0,12.92,170000000.0,2.17,N/A,13.40,325000000.0,4.1,2060000000.0,1.609,14.948,494000000.0,0.856,0.90,83.27,1250000.0,1.973,1.60,1310000.0,0.0
2004-04-27,1083042000.0,EMN,14.87,15.06,1138.11,1.61,13.45,2.486,N/A,0.58,3.24,4.71,4.60,4.42,23.08,75.032,3380000000.0,5420000000.0,15.93,4.57,0.93,54.18,0.93,810000000.0,54.18,273000000.0,3.537,542.60,9.00,558000000.0,7.22,2590000000.0,1.361,13.503,244000000.0,0.988,7.04,85.71,3390000.0,4.825,4.72,4230000.0,1.0
