Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
2011-11-08,1320732000.0,A,26.44,-2.31,1275.92,9.3,-11.61,51.62,13.17,1.98,3.06,15.71,16.01,7.25,28.96,18.67,12170000000.0,12170000000.0,12.06,0.66,1.88,9.42,1.88,2930000000.0,9.42,1020000000.0,2.87,61.00,22.20,3100000000.0,8.93,2170000000.0,3.47,12.07,12170000000.0,1.61,0.25,82.10,4500000.0,0.80,N/A,4139999.9999999995,0.0
2013-05-14,1368507600.0,A,30.38,28.28,1650.34,14.43,13.85,44.12,13.75,2.19,2.83,15.96,15.69,6.85,22.38,19.85,15060000000.0,15060000000.0,13.08,2.07,2.18,10.75,2.18,3600000000.0,10.75,1100000000.0,3.13,22.20,2.80,2450000000.0,7.06,2360000000.0,2.55,15.41,1320000000.0,1.66,0.23,83.20,4370000.0,1.20,1.30,3080000.0,1.0
2007-02-20,1171951200.0,A,22.17,-2.98,1459.68,-6.83,3.85,0.411,4.33,2.68,3.67,66.50,11.12,13.70,37.19,11.538,13220000000.0,12580000000.0,N/A,1.13,2.53,7.322,2.53,2660000000.0,7.322,1440000000.0,7.499,496.00,21.00,2260000000.0,5.556,1500000000.0,2.573,8.941,634000000.0,2.75,8.76,67.60,5910000.0,2.8,1.50,5150000.0,1.0
2006-06-21,1150866000.0,A,22.28,19.84,1252.2,21.56,-1.72,0.368,5.08,2.53,3.37,56.50,9.38,12.15,28.88,11.414,13700000000.0,12620000000.0,N/A,1.26,2.33,7.549,2.33,2520000000.0,7.549,1150000000.0,6.33,21.10,12.00,2660000000.0,6.24,1500000000.0,2.565,9.563,725000000.0,2.75,5.99,74.80,6920000.0,3.4,1.60,4620000.0,0.0
2006-01-09,1136786400.0,A,23.57,-1.57,1290.15,9.45,-11.02,2.169,52.82,3.31,4.26,6.38,3.58,1.68,3.69,10.403,17120000000.000002,14870000000.0,N/A,1.81,2.89,35.665,2.89,3120000000.0,35.665,141000000.0,0.66,64.90,22.80,2250000000.0,4.555,2.169,2.169,8.095,890000000.0,N/A,0.57,70.40,10980000.0,2.3,2.20,5840000.0,0.0
2004-04-13,1081832400.0,A,21.16,-32.89,1129.44,3.93,-36.82,0.375,N/A,2.43,4.98,25.56,6.20,23.59,46.82,13.16,15320000000.0,14770000000.0,20.83,2.89,2.35,N/A,2.35,2290000000.0,N/A,1610000000.0,3.391,N/A,0.80,1680000000.0,3.49,1150000000.0,2.284,6.394,144000000.0,2.496,10.00,66.79,7520000.0,2.328,1.74,9170000.0,0.0
2007-04-12,1176354000.0,A,23.79,-13.58,1447.8,-7.94,-5.64,0.411,4.62,2.77,3.87,66.50,11.12,13.70,37.19,11.538,13970000000.0,12500000000.0,N/A,1.13,2.51,7.275,2.51,2660000000.0,7.275,1440000000.0,7.50,496.00,21.00,2260000000.0,5.556,1500000000.0,2.573,9.03,634000000.0,2.75,6.26,72.00,5910000.0,2.8,1.50,5150000.0,0.0
2008-02-14,1202968800.0,A,21.52,-41.45,1348.86,-38.7,-2.75,0.645,20.80,2.18,3.64,11.77,11.38,5.17,18.54,13.756,12140000000.0,12090000000.0,N/A,1.02,2.23,14.966,2.23,2970000000.0,14.966,638000000.0,1.57,20.80,8.90,1830000000.0,4.916,2089999999.9999998,2.207,8.741,969000000.0,1.45,1.49,72.50,4890000.0,1.7,1.30,3640000.0,0.0
2011-08-02,1312261200.0,A,26.57,-1.51,1254.05,9.67,-11.18,54.36,16.18,2.38,3.71,14.46,14.80,6.94,27.00,17.77,13850000000.0,13850000000.0,12.44,0.63,2.25,11.89,2.25,2930000000.0,11.89,890000000.0,2.52,85.20,31.90,2980000000.0,8.55,2150000000.0,3.20,11.36,13850000000.0,1.55,0.25,82.10,4360000.0,1.20,1.40,5420000.0,0.0
2008-01-23,1201068000.0,A,22.81,-43.49,1338.6,-38.18,-5.31,0.645,20.47,2.25,3.76,11.77,11.38,5.17,18.54,13.756,11950000000.0,12460000000.0,N/A,1.04,2.30,15.421,2.30,2970000000.0,15.421,638000000.0,1.57,20.80,8.90,1830000000.0,4.916,2089999999.9999998,2.207,8.741,969000000.0,1.55,1.49,73.80,3640000.0,1.9,1.00,3510000.0,0.0
2013-09-06,1378443600.0,A,32.86,23.28,1655.17,21.3,1.98,56.39,17.74,2.32,3.31,13.73,14.04,5.98,19.41,19.80,15860000000.0,15860000000.0,15.09,2.16,2.32,11.93,2.32,3600000000.0,11.93,938000000.0,2.69,30.90,4.10,2330000000.0,7.04,2700000000.0,2.96,14.46,1260000000.0,1.81,0.23,83.50,2780000.0,1.20,0.80,3300000.0,1.0
2004-01-30,1075442400.0,A,25.15,-41.39,1131.13,3.56,-44.95,0.407,N/A,2.80,6.01,29.56,11.97,24.95,47.81,12.803,17450000000.0,16520000000.0,25.83,3.84,2.73,N/A,2.73,2290000000.0,N/A,1790000000.0,3.774,N/A,0.80,1610000000.0,3.37,1150000000.0,2.04,5.93,144000000.0,2.474,10.01,63.03,9300000.0,3.923,2.17,6930000.0,0.0
2004-12-13,1102917600.0,A,16.26,50.98,1198.68,5.74,45.24,0.323,33.58,1.61,3.24,4.86,5.38,5.26,10.92,14.61,11610000000.0,10370000000.0,15.79,1.62,1.44,15.3,1.44,2290000000.0,15.3,349000000.0,0.71,N/A,0.80,2320000000.0,4.75,1150000000.0,2.441,7.32,483000000.0,2.547,20.00,66.68,6930000.0,2.638,1.78,6540000.0,1.0
2006-01-25,1138168800.0,AAPL,9.54,16.14,1264.68,12.59,3.55,2.404,41.01,3.96,7.67,9.91,12.34,10.60,22.65,19.771,64080000000.0,56750000000.0,N/A,1.70,3.51,26.035,3.51,4040000000.0,26.035,1610000000.0,1.85,91.50,64.70,8710000000.0,10.331,2.404,2.404,9.91,N/A,N/A,1.24,73.20,24860000.0,1.1,3.00,29370000.0,1.0
2005-02-04,1107496800.0,AAPL,5.07,82.05,1203.03,5.07,76.98,2.581,62.55,3.30,5.56,5.20,6.71,6.62,10.37,24.517,31480000000.0,26090000000.0,32.83,1.92,2.67,32.09,2.67,2260000000.0,32.09,508000000.0,1.24,300.00,33.40,6450000000.0,15.78,2.581,2.581,14.312,934000000.0,1.81,1.54,68.75,15590000.0,0.761,3.88,14380000.0,1.0
2008-12-17,1229493600.0,AAPL,11.46,115.18,904.42,21.19,93.99,N/A,17.81,2.59,4.00,14.88,19.32,12.08,27.19,36.841,84830000000.0,59740000000.0,N/A,0.92,1.84,8.852,1.84,11150000000.0,8.852,4830000000.0,5.36,25.70,27.00,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.9,0.70,68.10,21920000.0,0.4,2.50,26760000.0,1.0
2008-10-27,1225083600.0,AAPL,11.83,114.37,848.92,25.27,89.1,N/A,17.99,2.69,4.15,14.88,19.32,12.08,27.19,36.841,85620000000.0,61130000000.0,N/A,0.86,1.88,9.059,1.88,8150000000.0,9.059,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,66.80,22360000.0,0.6,2.50,25690000.0,1.0
2013-05-16,1368680400.0,AAPL,57.05,40.82,1650.47,13.78,27.04,N/A,10.37,2.38,2.98,23.46,30.92,18.91,33.34,180.22,386040000000.0,386040000000.0,9.85,0.55,2.28,6.73,2.28,68660000000.0,6.73,39670000000.0,41.90,17.90,11.30,39140000000.0,41.70,0.00,1.78,144.12,55260000000.0,0.65,0.03,64.10,41590000.0,2.30,4.40,20070000.0,1.0
2008-12-03,1228284000.0,AAPL,12.32,104.95,870.74,26.32,78.63,N/A,17.90,2.53,3.91,14.88,19.32,12.08,27.19,36.841,85190000000.0,57650000000.0,N/A,0.86,1.78,8.544,1.78,11150000000.0,8.544,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.70,67.70,26760000.0,0.6,3.00,28080000.0,1.0
2012-10-11,1349931600.0,AAPL,81.06,-19.66,1432.84,18.87,-38.53,N/A,14.76,4.04,5.38,26.97,35.62,24.57,44.32,159.61,568400000000.0,568400000000.0,11.75,0.62,3.82,10.18,3.82,43820000000.0,10.18,40130000000.0,42.55,20.70,22.60,27650000000.0,29.50,0.00,1.57,119.22,52150000000.0,0.86,0.05,68.00,15120000.0,0.90,1.60,14520000.0,0.0
2009-01-12,1231740000.0,AAPL,11.39,134.33,870.26,30.56,103.77,N/A,16.91,2.54,3.92,14.88,19.32,12.08,27.19,36.841,80520000000.0,56030000000.0,N/A,0.92,1.73,8.303,1.73,11150000000.0,8.303,4830000000.0,5.36,25.70,27.00,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.87,0.70,68.00,21330000.0,0.6,2.40,21920000.0,1.0
2009-10-22,1256187600.0,AAPL,26.37,49.83,1092.91,8.25,41.58,N/A,35.70,5.31,7.09,14.97,19.98,10.81,22.74,38.821,159350000000.0,159350000000.0,N/A,1.51,4.61,21.19,4.61,11150000000.0,21.19,5180000000.0,5.72,14.60,11.70,24220000000.0,27.039,N/A,2.111,28.900999,11340000000.0,1.49,0.67,72.10,15990000.0,0.9,1.80,15990000.0,1.0
2008-01-23,1201068000.0,AAPL,17.87,-36.43,1338.6,-38.18,1.75,N/A,39.59,5.89,9.69,14.56,18.37,12.95,28.52,27.766,136270000000.00002,N/A,N/A,1.43,N/A,N/A,N/A,8150000000.0,N/A,3500000000.0,3.93,66.80,28.50,15390000000.0,17.573,N/A,2.361,16.659,5470000000.0,2.04,0.69,67.10,21290000.0,0.6,2.40,20140000.0,1.0
2004-02-03,1075788000.0,AAPL,1.43,258.04,1136.03,5.03,253.01,0.07,60.16,1.23,1.92,2.03,1.63,2.08,3.26,18.379,8230000000.0,3830000000.0,38.24,4.02,0.57,34.82,0.57,1710000000.0,34.82,137000000.0,0.371,6.20,8.10,4790000000.0,12.99,302000000.0,2.531,11.74,N/A,1.749,0.83,62.30,14090000.0,1.968,3.85,11660000.0,1.0
2008-10-31,1225429200.0,AAPL,13.83,75.13,968.75,6.96,68.17,N/A,20.08,3.04,4.69,14.88,19.32,12.08,27.19,36.841,95570000000.0,74150000000.0,N/A,1.00,2.28,10.988,2.28,8150000000.0,10.988,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,66.80,24200000.0,0.4,2.80,22360000.0,1.0
2008-10-29,1225256400.0,AAPL,13.44,87.72,930.09,14.62,73.1,N/A,19.51,2.73,4.22,14.88,19.32,12.08,27.19,36.841,92870000000.0,64260000000.00001,N/A,0.90,1.98,9.523,1.98,8150000000.0,9.523,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,66.80,22360000.0,0.6,2.50,25690000.0,1.0
2004-10-12,1097557200.0,AAPL,2.46,157.32,1121.84,4.98,152.34,2.917,69.28,1.98,3.13,2.76,3.00,3.09,4.78,20.197,14970000000.0,10190000000.0,41.05,3.38,1.33,27.68,1.33,1710000000.0,27.68,211000000.0,0.557,6.20,8.10,4970000000.0,12.8,2.917,2.917,12.493,564000000.0,1.802,1.19,67.52,14960000.0,2.196,3.90,12800000.0,1.0
2013-04-23,1366693200.0,AAPL,52.96,32.5,1578.78,18.79,13.71,N/A,9.04,2.23,2.88,25.35,33.46,20.58,38.41,175.80,326910000000.0,326910000000.0,8.13,0.43,1.99,5.52,1.99,68660000000.0,5.52,41750000000.0,44.11,0.10,17.70,39820000000.0,42.40,0.00,1.54,135.62,56730000000.0,0.66,0.03,64.10,20010000.0,1.20,2.10,20500000.0,1.0
2009-11-12,1258005600.0,AAPL,25.96,52.5,1087.24,10.3,42.2,N/A,32.45,5.01,6.57,15.61,20.96,10.25,23.35,40.914,159600000000.0,159600000000.0,N/A,1.47,4.37,19.146,4.37,13140000000.0,19.146,5700000000.0,6.289,46.60,25.00,23460000000.0,26.051,N/A,1.881,30.931,10160000000.0,1.5,0.67,71.80,15840000.0,1.80,1.80,15990000.0,1.0
2011-11-03,1320296400.0,AAPL,51.8,43.71,1261.15,12.14,31.57,N/A,14.42,3.41,4.82,23.95,31.22,22.05,41.67,117.12,343350000000.0,343350000000.0,10.35,0.57,3.17,9.64,3.17,43820000000.0,9.64,25920000000.0,27.68,53.70,39.00,25950000000.0,27.93,0.00,1.61,82.45,343350000000.0,0.89,0.65,70.80,12010000.0,0.50,N/A,11690000.0,1.0
2011-10-14,1318568400.0,AAPL,54.23,49.86,1224.58,16.66,33.2,N/A,16.16,3.72,5.38,23.53,30.43,22.25,41.99,108.95,350260000000.0,350260000000.0,12.41,0.63,3.49,10.92,3.49,25680000000.0,10.92,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,350260000000.0,0.87,0.65,70.80,11690000.0,0.60,N/A,14330000.0,1.0
2005-03-01,1109656800.0,AAPL,5.72,55.24,1210.41,6.68,48.56,2.581,72.01,1.86,3.11,5.20,6.71,6.63,10.37,12.259,18330000000.0,30210000000.0,18.24,2.06,3.09,37.16,3.09,2260000000.0,37.16,508000000.0,0.62,300.00,33.40,6450000000.0,7.89,2.581,2.581,14.312,1490000000.0,1.8,1.54,74.88,30650000.0,0.87,3.81,31180000.0,1.0
2004-06-03,1086238800.0,AAPL,1.82,169.78,1116.64,7.11,162.67,2.921,63.70,1.49,2.33,2.36,2.31,2.54,3.95,19.326,10990000000.0,6070000000.0,37.08,2.89,0.85,21.08,0.85,1710000000.0,21.08,169000000.0,0.454,6.20,8.10,4590000000.0,12.09,2.921,2.921,12.042,361000000.0,1.701,1.06,66.12,11710000.0,1.978,3.12,17190000.0,1.0
2012-05-15,1337058000.0,AAPL,71.09,-20.8,1330.66,24.66,-45.46,N/A,13.67,3.67,5.09,27.13,35.69,25.84,47.10,153.11,504930000000.0,504930000000.0,10.41,0.62,3.55,9.48,3.55,43820000000.0,9.48,38620000000.0,41.04,94.10,58.90,28540000000.0,30.52,0.00,1.58,109.63,53070000000.0,0.94,0.64,70.20,11380000.0,0.40,1.20,8090000.0,0.0
2004-08-10,1092114000.0,AAPL,2.03,174.38,1079.04,13.91,160.47,2.917,54.40,1.51,2.38,2.76,3.00,3.09,4.78,20.197,11750000000.0,6590000000.0,34.43,2.65,0.86,17.9,0.86,1710000000.0,17.9,211000000.0,0.557,6.20,8.10,4970000000.0,12.8,2.917,2.917,12.493,361000000.0,1.744,1.19,64.33,13030000.0,1.386,3.40,12480000.0,1.0
2005-01-26,1106719200.0,AAPL,4.64,100.43,1174.07,8.5,91.93,2.581,57.83,2.99,5.03,5.20,6.71,6.62,10.37,24.517,29100000000.0,22700000000.0,30.35,1.71,2.33,34.66,2.33,2260000000.0,34.66,508000000.0,1.244,300.00,33.40,6450000000.0,15.94,2.581,2.581,14.312,934000000.0,1.81,1.47,71.08,14380000.0,0.892,3.61,19400000.0,1.0
2011-09-02,1314939600.0,AAPL,48.07,78.61,1173.97,19.81,58.8,N/A,15.07,3.56,5.14,23.53,30.43,22.25,41.99,108.95,328380000000.0,328380000000.0,11.86,0.63,3.27,10.24,3.27,25680000000.0,10.24,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,328380000000.0,1.08,0.65,70.80,12540000.0,0.50,1.40,11770000.0,1.0
2008-12-16,1229407200.0,AAPL,12.26,104.4,913.18,21.46,82.94,N/A,17.68,2.69,4.15,14.88,19.32,12.08,27.19,36.841,84170000000.0,62810000000.0,N/A,0.95,1.93,9.307,1.93,11150000000.0,9.307,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.70,68.10,21920000.0,0.4,2.50,26760000.0,1.0
2013-06-19,1371618000.0,ABBV,36.76,30.39,1628.93,20.29,10.1,512.61,12.88,3.72,23.32,28.92,36.65,18.41,71.43,11.73,76110000000.0,76110000000.0,13.48,2.05,4.11,9.69,4.11,13870000000.0,9.69,5360000000.0,3.38,9.60,3.70,7480000000.0,4.72,15160000000.0,2.21,1.87,5940000000.0,1.81,0.02,6.30,11400000.0,2.10,0.70,11000000.0,1.0
2005-03-30,1112162400.0,ABC,11.69,71.51,1181.41,10.06,61.45,0.291,14.67,0.11,1.36,0.81,1.48,3.62,10.10,460.193,6160000000.0,6710000000.0,14.07,1.23,0.13,7.68,0.13,2180000000.0,7.68,430770000.0,3.78,6.20,7.10,529539999.99999994,4.77,1230000000.0,1.343,39.708,1400000000.0,0.024,1.18,93.01,5510000.0,4.345,5.02,4260000.0,1.0
2009-02-09,1234159200.0,ABC,16.99,42.08,869.89,23.06,19.02,N/A,24.55,0.09,2.20,0.36,1.20,4.19,16.90,444.64,5980000000.0,6700000000.0,N/A,1.00,0.10,7.241,0.10,2049999999.9999998,7.241,473180000.0,1.58,1.10,0.20,470920000.0,3.052,1190000000.0,1.059,17.601,533730000.0,0.57,12.54,83.40,3190000.0,2.1,2.10,4000000.0,1.0
2004-01-28,1075269600.0,ABC,11.67,3.08,1128.48,4.08,-1.0,0.429,14.10,0.12,1.52,0.90,1.78,3.76,11.95,432.868,6320000000.0,7780000000.0,12.20,0.91,0.15,8.01,0.15,2250000000.0,8.01,456960000.0,3.998,27.90,9.80,283220000.0,2.53,1770000000.0,1.452,36.89,354820000.0,0.123,2.00,84.35,5480000.0,2.458,4.98,5780000.0,0.0
2007-04-05,1175749200.0,ABC,22.74,-21.55,1443.76,-5.08,-16.47,0.308,22.29,0.16,2.58,0.78,1.24,3.90,11.92,314.734,10220000000.0,10150000000.0,N/A,1.67,0.16,11.328,0.16,2230000000.0,11.328,492220000.0,2.42,25.60,14.10,1240000000.0,6.566,1210000000.0,1.198,20.795,864630000.0,0.74,3.35,95.60,N/A,N/A,N/A,N/A,0.0
2012-02-28,1330408800.0,ABC,34.43,26.87,1372.18,10.48,16.39,66.41,14.57,0.12,3.35,0.88,1.54,5.16,24.15,300.87,9280000000.0,9280000000.0,11.91,1.06,0.12,6.78,0.12,2540000000.0,6.78,708240000.0,2.59,1.00,2.40,2370000000.0,9.19,1930000000.0,1.06,11.24,1700000000.0,0.77,0.73,96.50,6160000.0,2.70,2.40,5580000.0,1.0
2007-02-20,1171951200.0,ABC,23.16,-17.88,1459.68,-6.83,-11.05,0.308,22.69,0.17,2.66,0.78,1.24,3.90,11.92,314.734,10400000000.0,10370000000.0,N/A,1.52,0.16,11.573,0.16,2230000000.0,11.573,492220000.0,2.42,25.60,14.10,1240000000.0,6.566,1210000000.0,1.198,20.795,864630000.0,0.87,3.29,68.50,N/A,N/A,N/A,N/A,0.0
2011-07-08,1310101200.0,ABC,38.56,-7.86,1343.8,0.81,-8.67,42.86,17.89,0.15,3.76,0.86,1.45,5.02,22.78,284.55,11240000000.0,11240000000.0,15.49,1.36,0.14,8.95,0.14,2360000000.0,8.95,679310000.0,2.41,18.40,2.40,1910000000.0,6.98,1340000000.0,1.10,11.45,11240000000.0,0.77,0.71,93.20,4820000.0,2.20,1.80,4410000.0,0.0
2004-10-20,1098248400.0,ABC,10.66,48.22,1103.66,6.72,41.5,0.331,12.13,0.11,1.36,0.95,1.77,4.06,12.00,445.314,5860000000.0,6510000000.0,12.58,0.91,0.12,6.5,0.12,2250000000.0,6.5,495930000.0,4.294,27.90,9.80,903170000.0,8.03,1460000000.0,1.39,39.075001,992100000.0,0.071,1.99,90.22,7530000.0,5.682,6.84,6800000.0,1.0
2013-04-25,1366866000.0,ABC,49.6,19.78,1585.16,17.55,2.23,59.73,19.22,0.16,5.54,0.90,1.58,5.07,27.11,327.31,13850000000.0,13850000000.0,15.17,1.52,0.17,9.69,0.17,2670000000.0,9.69,710450000.0,2.90,4.00,5.70,417400000.0,1.81,1400000000.0,0.96,10.16,632040000.0,0.66,0.18,93.60,8500000.0,3.00,3.70,10490000.0,1.0
2005-05-26,1117083600.0,ABC,13.72,35.42,1197.62,6.89,28.53,0.23,19.23,0.13,1.65,0.72,1.32,3.25,9.01,466.43,6870000000.0,14150000000.0,16.57,1.45,0.27,17.97,0.27,2180000000.0,17.97,385260000.0,3.43,6.20,7.10,1150000000.0,11.07,957800000.0,1.258,39.949001,688700000.0,0.031,1.06,95.00,7780000.0,4.636,7.54,6390000.0,1.0
2008-01-23,1201068000.0,ABC,19.93,-17.26,1338.6,-38.18,20.92,0.396,18.24,0.12,2.52,0.71,1.23,4.06,13.64,356.809,7650000000.0,N/A,N/A,1.20,N/A,N/A,N/A,2330000000.0,N/A,493770000.0,2.50,28.20,4.80,1110000000.0,6.595,1230000000.0,1.109,18.290001,1210000000.0,0.47,0.69,93.50,5900000.0,5.3,3.50,6500000.0,1.0
2011-11-02,1320210000.0,ABT,22.11,27.82,1237.9,15.32,12.5,68.83,18.20,2.18,3.18,11.84,21.04,N/A,N/A,24.76,91450000000.0,91450000000.0,10.51,1.25,2.38,8.14,2.38,20500000000.0,8.14,4550000000.0,2.90,66.00,13.20,8890000000.0,5.71,18220000000.0,N/A,16.95,91450000000.0,0.34,0.17,66.40,20820000.0,2.00,N/A,20860000.0,1.0
2005-02-28,1109570400.0,ABT,15.79,-1.52,1203.6,6.4,-7.92,0.508,23.15,3.81,5.56,16.36,20.14,11.37,24.10,12.04,71030000000.0,76730000000.0,16.59,1.69,4.05,14.64,4.05,10210000000.0,14.64,3100000000.0,1.97,1.40,11.30,1910000000.0,1.23,6580000000.0,1.4,8.319,4250000000.0,0.216,6.63,67.36,7110000.0,1.952,0.49,10790000.0,0.0
2012-03-02,1330668000.0,ABT,24.2,25.29,1369.63,10.85,14.44,62.85,19.10,2.32,3.68,12.17,20.90,8.40,20.00,24.94,97440000000.0,97440000000.0,10.76,1.37,2.51,8.73,2.51,23310000000.0,8.73,4710000000.0,3.01,12.30,4.10,8100000000.0,5.15,15410000000.0,1.54,15.56,8970000000.0,0.23,0.14,65.70,18050000.0,2.30,N/A,18200000.0,1.0
2007-04-10,1176181200.0,ABT,20.61,-3.4,1448.39,-6.48,3.08,0.883,51.13,3.93,6.26,7.64,18.98,9.07,12.06,14.692,88120000000.0,99020000000.0,N/A,1.98,4.41,15.716,4.41,12660000000.0,15.716,1720000000.0,1.12,N/A,2.80,1370000000.0,0.89,12410000000.0,0.944,9.142,5330000000.0,0.27,4.31,65.80,17450000.0,2.5,1.10,14600000.0,1.0
2013-05-08,1367989200.0,ABT,32.87,8.82,1632.69,14.88,-6.06,76.36,11.00,1.42,2.13,13.17,22.31,N/A,N/A,25.39,63100000000.0,63100000000.0,16.04,1.49,1.58,5.40,1.58,24750000000.0,5.40,6110000000.0,3.28,56.20,43.10,15170000000.0,9.66,20480000000.0,N/A,16.95,N/A,0.53,0.15,67.60,14240000.0,1.80,0.90,12730000.0,0.0
2004-09-20,1095656400.0,ABT,14.45,3.6,1122.2,8.83,-5.23,0.543,21.75,3.40,5.22,15.73,19.08,11.53,24.56,12.54,67000000000.0,71550000000.0,17.10,1.57,3.63,13.98,3.63,10210000000.0,13.98,3100000000.0,1.973,1.40,11.30,2420000000.0,1.55,6970000000.0,1.378,8.216,4480000000.0,0.259,6.63,61.02,10380000.0,3.621,0.71,9490000.0,0.0
2008-01-23,1201068000.0,ABT,21.43,-6.02,1338.6,-38.18,32.16,0.784,46.71,3.57,5.69,7.74,17.36,7.62,12.34,16.177,89580000000.0,98530000000.0,N/A,1.66,3.96,16.136,3.96,12660000000.0,16.136,1930000000.0,1.24,0.20,14.40,2550000000.0,1.65,12240000000.0,1.045,10.101,5420000000.0,0.13,0.15,67.30,8770000.0,1.8,0.60,11750000.0,1.0
2006-07-18,1153198800.0,ABT,15.95,23.01,1236.86,25.01,-2.0,0.436,20.37,3.07,4.70,15.35,20.61,10.94,23.75,14.321,67890000000.0,71770000000.0,N/A,1.78,3.24,11.197,3.24,11700000000.0,11.197,3400000000.0,2.18,3.20,3.70,2400000000.0,1.576,6290000000.0,1.482,9.463,5820000000.0,0.14,0.26,62.10,8800000.0,1.9,0.60,7620000.0,0.0
2011-09-02,1314939600.0,ABT,21.14,32.88,1173.97,19.81,13.07,68.83,15.83,2.17,3.06,13.78,19.88,8.03,22.12,24.06,90170000000.0,90170000000.0,10.41,1.27,2.42,8.70,2.42,20500000000.0,8.70,5130000000.0,3.28,50.40,9.00,8890000000.0,5.71,18220000000.0,1.52,16.95,90170000000.0,0.28,0.17,66.40,15160000.0,1.50,N/A,13680000.0,1.0
2008-10-23,1224738000.0,ABT,20.76,-3.66,908.11,18.88,-22.54,0.732,18.88,2.88,4.38,15.79,19.70,N/A,N/A,18.658,84820000000.0,95020000000.0,N/A,1.36,3.30,12.579,3.30,14490000000.0,12.579,4550000000.0,2.91,51.30,17.60,5180000000.0,3.359,13890000000.0,N/A,12.299,N/A,0.16,0.16,67.90,12000000.0,1.4,0.80,12230000.0,0.0
2008-04-28,1209358800.0,ABT,19.21,-14.16,1396.37,-38.76,24.6,0.687,20.80,2.94,4.40,14.39,18.25,N/A,N/A,17.319,80030000000.0,89420000000.0,N/A,1.32,3.35,13.157,3.35,14490000000.0,13.157,3850000000.0,2.47,34.50,13.80,2820000000.0,1.808,12210000000.0,N/A,11.471,N/A,0.07,0.15,69.80,9530000.0,0.60,0.60,13070000.0,1.0
2011-08-05,1312520400.0,ABT,20.81,37.15,1199.38,15.98,21.17,76.17,14.86,2.10,3.17,13.77,19.24,N/A,N/A,24.08,90490000000.0,90490000000.0,9.77,1.21,2.43,9.00,2.43,20500000000.0,9.00,5140000000.0,3.28,50.40,9.00,6500000000.0,4.18,18830000000.0,N/A,15.85,90490000000.0,0.30,0.17,66.40,13290000.0,2.30,N/A,13220000.0,1.0
2005-01-25,1106632800.0,ABT,15.76,-5.84,1168.41,8.24,-14.08,0.508,23.31,3.66,5.53,16.36,20.14,11.37,24.10,12.04,71530000000.0,76200000000.0,16.70,1.54,4.03,14.54,4.03,10210000000.0,14.54,3100000000.0,1.97,1.40,11.30,1910000000.0,1.23,6580000000.0,1.4,8.319,4250000000.0,0.246,6.63,61.38,10790000.0,2.584,0.74,9690000.0,0.0
2005-04-04,1112590800.0,ACN,19.2,26.15,1176.12,11.04,15.11,0.023,20.12,1.45,12.97,7.74,10.95,15.15,48.93,15.748,22960000000.0,20140000000.0,15.57,1.11,1.29,10.29,1.29,4620000000.0,10.29,712760000.0,1.22,38.70,12.80,2870000000.0,3.05,40000000.0,1.45,1.862,1570000000.0,1.671,6.38,38.48,4690000.0,1.752,0.53,4450000.0,1.0
2013-05-10,1368162000.0,ACN,72.86,0.3,1633.7,14.98,-14.68,0.00,18.67,1.84,9.53,10.85,14.12,15.51,61.32,43.98,46040000000.0,46040000000.0,17.15,1.63,1.63,10.64,1.63,8990000000.0,10.64,3070000000.0,4.29,71.10,3.80,5640000000.0,8.67,0.00,1.63,8.39,3450000000.0,1.27,0.30,82.10,6850000.0,2.40,1.10,6610000.0,0.0
2006-08-22,1156222800.0,ACN,22.39,45.06,1298.82,12.72,32.34,0.034,20.22,0.93,11.32,4.72,9.92,13.40,52.62,30.921,16489999999.999998,13550000000.0,N/A,1.24,0.75,6.039,0.75,5090000000.0,6.039,856020000.0,1.41,12.10,6.80,2990000000.0,5.175,50390000.0,1.21,2.571,2420000000.0,1.43,3.18,47.40,3080000.0,1.2,0.50,2730000.0,1.0
