,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,N/A,N/A,QEP,N/A,N/A,N/A,N/A,N/A,55.66,51.67,1.41,0.62,0.90,6.07,0.83,2240000000.0,6.63,2240000000.0,3460000000.0,51.67,1.11,2.17,4.78,2.17,752700000.0,2240000000.0,N/A,0.07,782600000.0,2.00,782600000.0,3.25,2020000000.0,1.55,15.10,612600000.0,2240000000.0,0.75,94.95,N/A,2.43,5.84,14200000.0,N/A
1,N/A,N/A,CTL,N/A,N/A,N/A,N/A,N/A,192.73,25.29,0.94,0.62,1.89,13.76,2.94,15680000000.0,30.73,15680000000.0,39890000000.0,12.02,0.55,2.40,6.72,2.40,9700000000.0,15680000000.0,N/A,0.58,39.50,7.90,0.15,0.15,24980000000.0,0.82,23.58,3800000000.0,15680000000.0,0.75,52.79,N/A,2.91,9.41,138770000.0,N/A
2,N/A,N/A,TXN,N/A,N/A,N/A,N/A,N/A,32.61,22.90,6.61,8.80,29.98,39.55,21.81,96600000000.0,14.70,96600000000.0,96510000000.0,21.54,2.08,6.60,14.56,6.60,8240000000.0,96600000000.0,N/A,4.28,26.20,12.00,3440000000.0,3.49,3580000000.0,3.89,11.14,4820000000.0,96600000000.0,0.10,85.64,N/A,2.52,1.25,9720000.0,N/A
3,N/A,N/A,STX,N/A,N/A,N/A,N/A,N/A,4.67,15.69,1.10,8.66,0.00,12.32,10610000000.0,11710000000.0,36.11,11710000000.0,15.69,9.76,0.54,0.00,0.00,0.00,3170000000.0,11710000000.0,N/A,2.58,2280000000.0,3170000000.0,2280000000.0,4.67,4.67,4.67,4.67,1560000000.0,11710000000.0,54.11,0.00,N/A,5.51,17.46,36450000.0,N/A
4,N/A,N/A,MGM,N/A,N/A,N/A,N/A,N/A,129.96,32.59,1.83,2.97,5.77,16.03,3.61,18780000000.0,17.83,18780000000.0,30380000000.0,22.73,3.73,2.97,11.37,2.97,3960000000.0,18780000000.0,N/A,1.02,72.20,12.80,1990000000.0,3.51,13500000000.0,1.02,11.16,239710000.0,18780000000.0,6.97,85.60,N/A,0.00,0.00,0.44,N/A
5,N/A,N/A,ORLY,N/A,N/A,N/A,N/A,N/A,472.31,21.42,2.49,34.89,12.13,19.47,14.42,22100000000.0,97.99,22100000000.0,23680000000.0,19.11,1.41,2.66,12.07,2.66,4510000000.0,22100000000.0,N/A,11.72,1.90,5.40,37290000.0,0.44,2900000000.0,0.93,7.20,1330000000.0,22100000000.0,2.16,90.63,N/A,4.23,6.07,5060000.0,N/A
6,N/A,N/A,AXP,N/A,N/A,N/A,N/A,N/A,243.49,19.09,2.86,4.07,15.93,24.80,2.96,85540000000.0,33.38,85540000000.0,110610000000.0,15.23,1.53,3.70,15.93,3.70,4640000000.0,85540000000.0,N/A,5.16,18.70,5.40,26290000000.0,30.29,51340000000.0,1.92,24.21,11850000000.0,85540000000.0,0.23,85.45,N/A,3.38,1.54,14010000.0,N/A
7,N/A,N/A,CRM,N/A,N/A,N/A,N/A,N/A,29.31,620.00,7.53,8.46,0.09,1.51,0.59,74710000000.0,13.99,74710000000.0,74130000000.0,59.79,3.10,7.47,133.95,7.47,6160000000.0,74710000000.0,N/A,0.01,3630000000.0,24.90,3630000000.0,5.02,2590000000.0,0.82,12.22,2390000000.0,74710000000.0,5.05,87.91,N/A,4.98,3.50,18120000.0,N/A
8,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,41.64,32.09,4.85,4.50,15.30,18.81,6.48,21680000000.0,13.89,21680000000.0,20810000000.0,23.56,2.81,4.65,19.77,4.65,2200000000.0,21680000000.0,N/A,2.10,40.50,7.00,2680000000.0,8.32,2009999999.9999998,3.30,14.99,535250000.0,21680000000.0,0.26,87.40,N/A,0.00,0.00,0.6,N/A
9,N/A,N/A,ADM,N/A,N/A,N/A,N/A,N/A,41.61,19.43,0.38,1.32,2.01,2.60,2.53,23210000000.0,106.91,23210000000.0,29660000000.0,15.15,7.09,0.48,11.87,0.48,3680000000.0,23210000000.0,N/A,2.14,43.70,6.30,1.39,1.39,7340000000.0,1.61,31.43,2330000000.0,23210000000.0,2.31,79.45,N/A,3.68,2.22,11680000.0,N/A
10,N/A,N/A,CPB,N/A,N/A,N/A,N/A,N/A,204.91,17.15,1.87,8.72,11.08,21.02,13.07,14710000000.0,25.88,14710000000.0,18130000000.0,15.84,5.15,2.31,9.19,2.31,3060000000.0,14710000000.0,N/A,2.86,5.80,1.90,0.54,0.54,3460000000.0,0.77,5.61,1260000000.0,14710000000.0,41.94,48.20,N/A,9.61,13.29,23570000.0,N/A
11,N/A,N/A,DISCA,N/A,N/A,N/A,N/A,N/A,241.12,10.34,1.61,1.94,16.63,32.94,7.06,10790000000.0,15.31,10790000000.0,17250000000.0,8.78,0.91,2.58,6.83,2.58,4070000000.0000005,10790000000.0,N/A,1.90,0.50,6.10,7170000000.0,14.43,14710000000.0,5.87,10.14,1710000000.0,10790000000.0,1.31,124.58,N/A,5.93,120.02,33560000.0,N/A
12,N/A,N/A,HSY,N/A,N/A,N/A,N/A,N/A,377.82,33.81,3.16,28.97,9.52,19.38,15.89,23850000000.0,35.48,23850000000.0,26820000000.0,21.73,2.78,3.55,15.17,3.55,3160000000.0,23850000000.0,N/A,3.35,20.20,1.50,275060000.0,1.3,3170000000.0,0.95,3.91,1160000000.0,23850000000.0,0.14,74.62,N/A,3.08,2.02,2310000.0,N/A
13,N/A,N/A,SBUX,N/A,N/A,N/A,N/A,N/A,73.07,29.75,3.72,15.40,12.89,17.41,16.99,83390000000.0,15.44,83390000000.0,85440000000.0,22.12,1.81,3.82,17.21,3.82,13350000000.0,83390000000.0,N/A,1.97,1.50,0.20,2690000000.0,1.89,3990000000.0,1.25,3.81,4170000000.0,83390000000.0,2.83,75.07,N/A,2.29,1.71,22540000.0,N/A
14,N/A,N/A,LMT,N/A,N/A,N/A,N/A,N/A,656.00,25.40,1.83,43.17,7.31,10.43,6.63,90960000000.0,171.74,90960000000.0,101480000000.0,23.57,5.17,2.04,16.36,2.04,5060000000.0,90960000000.0,N/A,12.44,60.80,5.40,2940000000.0,10.26,14270000000.0,1.32,7.32,5690000000.0,90960000000.0,0.10,79.55,N/A,0.00,0.00,2.54,N/A
15,N/A,N/A,BAX,N/A,N/A,N/A,N/A,N/A,36.98,34.29,3.35,3.69,9.88,14.59,5.71,34900000000.0,19.21,34900000000.0,34590000000.0,23.63,1.93,3.32,15.35,3.32,4110000000.0000005,34900000000.0,N/A,1.87,93.10,5.80,3520000000.0,6.45,3500000000.0,2.80,17.38,2040000000.0,34900000000.0,0.13,87.84,N/A,1.98,0.89,5540000.0,N/A
16,N/A,N/A,HST,N/A,N/A,N/A,N/A,N/A,54.71,24.55,2.73,2.06,11.04,13.35,3.88,14850000000.0,7.37,14850000000.0,18090000000.0,29.18,0.88,3.32,12.48,3.32,3420000000.0,14850000000.0,N/A,0.81,39.50,1.30,0.87,0.87,3990000000.0,2.91,9.61,1300000000.0,14850000000.0,1.58,106.02,N/A,8.64,9.59,64690000.0,N/A
17,N/A,N/A,SFLY,N/A,N/A,N/A,N/A,N/A,90.34,173.04,1.29,3.27,0.81,5.31,3.79,1490000000.0,34.62,1490000000.0,1760000000.0,32.98,2.84,1.52,12.05,1.52,568110000.0,1490000000.0,N/A,0.26,100940000.0,4.30,100940000.0,3.07,412650000.0,0.60,13.93,183340000.0,1490000000.0,0.99,116.85,N/A,6.47,24.63,5540000.0,N/A
18,N/A,N/A,ADSK,N/A,N/A,N/A,N/A,N/A,477.54,87.84,11.91,220.04,28.60,23.39,6.45,23600000000.0,9.01,23600000000.0,24270000000.0,87.84,8.27,12.25,74.01,12.25,1690000000.0,23600000000.0,N/A,2.58,1450000000.0,5.20,1450000000.0,6.6,1590000000.0,1.07,0.49,62800000.0,23600000000.0,0.36,98.13,N/A,3.64,2.58,3650000.0,N/A
19,N/A,N/A,GS,N/A,N/A,N/A,N/A,N/A,480.68,13.04,2.93,1.26,26.42,36.25,0.95,94910000000.0,79.44,94910000000.0,236160000000.0,12.32,1.05,7.29,26.42,7.29,30610000000.0,94910000000.0,N/A,19.20,1.60,1.90,751010000000.0,981.04,417520000000.0,1.87,198.07,8510000000.0,94910000000.0,1.82,79.27,N/A,2.23,1.52,4740000.0,N/A
20,N/A,N/A,ABBV,N/A,N/A,N/A,N/A,N/A,569.61,23.31,5.62,22.90,24.38,38.31,9.64,153180000000.0,17.03,153180000000.0,178980000000.0,14.60,1.12,6.56,15.03,6.56,19800000000.0,153180000000.0,N/A,4.12,2.10,8.80,9550000000.0,5.99,38090000000.0,1.45,4.19,8920000000.0,153180000000.0,0.07,71.82,N/A,2.3,1.07,12640000.0,N/A
21,N/A,N/A,MAS,N/A,N/A,N/A,N/A,N/A,143.33,25.49,1.78,2.00,7.23,14.88,12.90,13440000000.0,23.81,13440000000.0,15050000000.0,19.07,1.18,2.00,12.05,2.00,2460000000.0,13440000000.0,N/A,1.68,10.40,3.10,1220000000.0,3.91,3090000000.0,1.94,0.51,414750000.0,13440000000.0,0.57,93.62,N/A,0.02,0.00,0.42,N/A
22,N/A,N/A,CMCSA,N/A,N/A,N/A,N/A,N/A,112.75,18.20,2.12,3.20,11.99,21.88,6.30,177370000000.0,17.66,177370000000.0,237940000000.0,17.09,2.14,2.85,8.37,2.85,55940000000.0,177370000000.0,N/A,2.09,18.50,1.60,4110000000.0000005,0.88,64959999999.99999,0.74,11.86,21210000000.0,177370000000.0,0.68,84.71,N/A,2.55,1.43,58020000.0,N/A
23,N/A,N/A,ESV,N/A,N/A,N/A,N/A,N/A,57.93,35.12,1.24,0.21,2.68,14.92,1.35,2460000000.0,6.60,2460000000.0,4530000000.0,6.69,0.12,2.29,6.32,2.29,1480000000.0,2460000000.0,N/A,0.16,1850000000.0,49.70,1850000000.0,6.09,4740000000.0,5.03,26.93,401900000.0,2460000000.0,58.45,0.00,N/A,2.9,24.42,51360000.0,N/A
24,N/A,N/A,RL,N/A,N/A,N/A,N/A,N/A,25.27,104.11,1.32,2.37,1.28,10.86,7.06,8320000000.0,76.72,8320000000.0,7390000000.0,18.02,5.65,1.17,7.52,1.17,3650000000.0,8320000000.0,N/A,0.98,214.70,8.60,1620000000.0,19.92,886900000.0,2.09,43.17,1160000000.0,8320000000.0,1.28,104.89,N/A,4.67,16.42,7250000.0,N/A
25,N/A,N/A,EQR,N/A,N/A,N/A,N/A,N/A,27.82,32.20,10.26,2.37,0.00,35.03,2450000000.0,25090000000.0,6.68,25090000000.0,32.20,48.04,14.99,0.00,0.00,0.00,1620000000.0,25090000000.0,N/A,2.04,50930000.0,1620000000.0,50930000.0,8990000000.0,8990000000.0,27.82,27.82,1260000000.0,25090000000.0,2.19,96.44,N/A,5.57,2.60,9540000.0,N/A
26,N/A,N/A,GLW,N/A,N/A,N/A,N/A,N/A,26.64,13.52,2.82,1.87,24.98,16.36,3.58,28110000000.0,10.89,28110000000.0,28340000000.0,17.68,2.27,2.85,10.17,2.85,3750000000.0,28110000000.0,N/A,2.39,37.30,4.00,3860000000.0,4.45,4630000000.0,2.69,17.28,2530000000.0,28110000000.0,0.30,75.85,N/A,4.92,3.16,24630000.0,N/A
27,N/A,N/A,GCI,N/A,N/A,N/A,N/A,N/A,43.42,29.56,0.40,1.46,1.43,6.43,4.64,1270000000.0,27.77,1270000000.0,1530000000.0,13.01,0.40,0.49,4.47,0.49,1080000000.0,1270000000.0,N/A,0.38,109960000.0,3.60,109960000.0,0.98,43.42,1.09,7.73,211280000.0,1270000000.0,0.43,106.31,N/A,14.35,16.04,11540000.0,N/A
28,N/A,N/A,WAT,N/A,N/A,N/A,N/A,N/A,74.47,29.37,7.04,6.03,24.34,29.93,8.65,15850000000.0,28.12,15850000000.0,14330000000.0,24.79,2.74,6.37,18.47,6.37,1280000000.0,15850000000.0,N/A,6.79,9.00,7.40,3250000000.0,40.93,1960000000.0,6.16,33.06,665520000.0,15850000000.0,4.53,96.67,N/A,5.58,3.79,2670000.0,N/A
29,N/A,N/A,CTSH,N/A,N/A,N/A,N/A,N/A,7.50,22.26,2.93,3.86,13.42,16.99,10.84,42350000000.0,24.18,42350000000.0,38330000000.0,16.51,1.38,2.65,13.33,2.65,5380000000.0,42350000000.0,N/A,3.23,11.50,9.10,4710000000.0,7.99,7.50,3.29,18.61,2150000000.0,42350000000.0,0.57,90.70,N/A,3.16,1.74,8640000.0,N/A
30,N/A,N/A,HRL,N/A,N/A,N/A,N/A,N/A,5.06,23.72,2.14,3.98,9.24,13.54,11.62,19660000000.0,17.35,19660000000.0,19300000000.0,21.53,42.49,2.11,14.07,2.11,2160000000.0,19660000000.0,N/A,1.57,10.60,5.10,444120000.0,0.84,5.06,1.91,9.36,1010000000.0,19660000000.0,49.25,40.93,N/A,0.00,0.00,0.75,N/A
31,N/A,N/A,XRAY,N/A,N/A,N/A,N/A,N/A,21.66,22.15,3.82,1.99,20.33,13.14,2.77,14910000000.0,16.96,14910000000.0,16180000000.0,22.15,3.24,4.15,19.69,4.15,821700000.0,14910000000.0,N/A,3.45,2.10,5.80,1.61,1.61,1620000000.0,2.33,32.57,595400000.0,14910000000.0,0.73,99.97,N/A,3.78,3.55,8109999.999999999,N/A
32,N/A,N/A,FMC,N/A,N/A,N/A,N/A,N/A,79.95,562.09,3.58,5.62,0.65,18.50,6.28,11920000000.0,24.84,11920000000.0,13460000000.0,16.76,1.93,4.04,17.97,4.04,1200000000.0,11920000000.0,N/A,0.16,30.70,2.80,93800000.0,0.7,1710000000.0,2.19,15.79,429200000.0,11920000000.0,0.82,94.29,N/A,2.46,2.16,2160000.0,N/A
33,N/A,N/A,UA,N/A,N/A,N/A,N/A,N/A,50.86,37.51,1.15,2.56,2.91,6.52,5.13,5650000000.0,11.18,5650000000.0,6080000000.0,39.32,12.56,1.24,12.45,1.24,2240000000.0,5650000000.0,N/A,0.32,57.70,4.50,0.58,0.58,1070000000.0000001,2.23,4.76,311330000.0,5650000000.0,15.76,65.43,N/A,4.02,0.00,32530000.0,N/A
34,N/A,N/A,LOW,N/A,N/A,N/A,N/A,N/A,279.31,20.63,1.03,12.39,5.16,9.26,11.06,71030000000.0,81.14,71030000000.0,84600000000.0,16.59,1.38,1.23,10.67,1.23,22460000000.0,71030000000.0,N/A,4.15,130.10,6.60,16040000000.0,16040000000.0,16040000000.0,1.02,6.91,5720000000.0,71030000000.0,0.14,75.15,N/A,1.3,0.85,5670000.0,N/A
35,N/A,N/A,CI,N/A,N/A,N/A,N/A,N/A,37.67,23.00,1.26,3.67,5.74,10.60,4.43,51770000000.0,161.75,51770000000.0,52310000000.0,18.34,1.41,1.27,11.37,1.27,15180000000.0,51770000000.0,N/A,9.13,22.80,5.10,3830000000.0,15.54,5350000000.0,0.88,57.17,4360000000.0,51770000000.0,2.58,90.85,N/A,2.13,1.27,3520000.0,N/A
36,N/A,N/A,TJX,N/A,N/A,N/A,N/A,N/A,48.00,19.95,1.36,10.06,7.01,11.27,18.11,46710000000.0,53.56,46710000000.0,46040000000.0,17.59,1.88,1.34,10.07,1.34,9620000000.0,46710000000.0,N/A,3.70,16.70,5.70,2880000000.0,4.55,2230000000.0,1.53,7.35,3420000000.0,46710000000.0,0.10,92.50,N/A,3.68,2.81,16520000.0,N/A
37,N/A,N/A,CBG,N/A,N/A,N/A,N/A,N/A,103.01,18.82,1.07,3.88,5.75,6.63,5.06,14600000000.0,40.62,14600000000.0,17820000000.0,15.69,1.46,1.30,13.69,1.30,1170000000.0,14600000000.0,N/A,2.32,88.50,11.20,955600000.0,2.83,3970000000.0,1.27,11.23,750770000.0,14600000000.0,0.96,96.82,N/A,0.00,0.00,N/A,N/A
38,N/A,N/A,XOM,N/A,N/A,N/A,N/A,N/A,21.46,26.89,1.57,1.92,5.85,3.71,1.50,350240000000.0,52.57,350240000000.0,386120000000.0,19.82,1.08,1.74,12.69,1.74,82510000000.0,350240000000.0,N/A,3.07,49.80,14.10,4269999999.9999995,1.01,40610000000.0,0.85,43.02,30050000000.0,350240000000.0,0.13,53.34,N/A,3.79,0.78,33100000.0,N/A
39,N/A,N/A,LLL,N/A,N/A,N/A,N/A,N/A,65.99,26.77,1.37,3.03,5.22,10.62,6.03,15150000000.0,141.76,15150000000.0,18040000000.0,21.71,5.87,1.63,12.98,1.63,1010000000.0,15150000000.0,N/A,7.24,85.10,5.60,5.62,5.62,3340000000.0,1.79,64.03,1180000000.0,15150000000.0,0.68,80.42,N/A,1.65,0.99,1.55,N/A
40,N/A,N/A,CCE,N/A,N/A,N/A,N/A,N/A,16.59,19.50,1.43,2.34,0.00,12.46,12990000000.0,18600000000.0,29.10,18600000000.0,19.50,14.41,0.98,0.00,0.00,0.00,3590000000.0,18600000000.0,N/A,1.99,559600000.0,3590000000.0,559600000.0,7150000000.0,7150000000.0,16.59,16.59,1650000000.0,18600000000.0,0.63,0.00,N/A,2.21,1.64,2150000.0,N/A
41,N/A,N/A,RF,N/A,N/A,N/A,N/A,N/A,13.57,17.88,3.63,1.26,22.43,34.15,0.98,19810000000.0,4.53,19810000000.0,24560000000.0,14.98,1.46,4.50,22.43,4.50,1150000000.0,19810000000.0,N/A,0.95,2.80,1.40,2440000000.0,2.1,7310000000.0,13.57,13.57,2170000000.0,19810000000.0,0.44,78.43,N/A,1.88,2.29,20740000.0,N/A
42,N/A,N/A,SNE,N/A,N/A,N/A,N/A,N/A,41.28,49.34,0.83,2.48,1.69,6.53,1.86,58420000000.0,55.92,58420000000.0,52430000000.0,17.54,0.22,0.74,7.36,0.74,17410000000.0,58420000000.0,N/A,0.93,282.10,15.20,18740000000.0,14.83,12050000000.0,0.84,18.45,7590000000.0,58420000000.0,0.00,6.90,N/A,2.08,0.00,1680000.0,N/A
43,N/A,N/A,BA,N/A,N/A,N/A,N/A,N/A,940.44,26.34,1.86,157.26,7.33,10.05,6.37,170280000000.0,149.95,170280000000.0,168670000000.0,25.78,1.46,1.85,15.05,1.85,13780000000.0,170280000000.0,N/A,10.85,18.70,1.70,10030000000.0,16.84,10770000000.0,1.18,1.82,13270000000.0,170280000000.0,0.10,71.73,N/A,2.04,1.13,6630000.0,N/A
44,N/A,N/A,GRMN,N/A,N/A,N/A,N/A,N/A,2.48,17.50,3.84,3.35,22.07,21.03,8.61,11680000000.0,16.14,11680000000.0,10540000000.0,21.04,4.89,3.47,14.51,3.47,1680000000.0,11680000000.0,N/A,3.56,6.10,0.60,1110000000.0,5.91,2.48,2.48,18.56,690140000.0,11680000000.0,35.73,42.72,N/A,13.02,14.55,16040000.0,N/A
45,N/A,N/A,COL,N/A,N/A,N/A,N/A,N/A,118.26,28.10,3.23,3.63,10.33,17.91,5.94,22020000000.0,46.89,22020000000.0,28220000000.0,17.48,1.55,4.14,19.13,4.14,1950000000.0,22020000000.0,N/A,4.79,2.40,51.80,4.32,4.32,7150000000.0,1.55,37.10,1260000000.0,22020000000.0,0.37,74.70,N/A,0.11,0.00,1.32,N/A
46,N/A,N/A,AIG,N/A,N/A,N/A,N/A,N/A,42.51,11.88,1.10,0.74,5.05,4.88,0.29,53500000000.0,50.83,53500000000.0,72360000000.0,11.88,0.15,1.48,42.54,1.48,15410000000.0,53500000000.0,N/A,2.58,12210000000.0,8.60,12210000000.0,13.58,31040000000.0,0.60,80.62,8570000000.0,53500000000.0,0.05,88.43,N/A,4.94,2.83,21320000.0,N/A
47,N/A,N/A,DG,N/A,N/A,N/A,N/A,N/A,54.33,20.69,1.09,4.43,5.31,8.87,10.66,25520000000.0,85.18,25520000000.0,28320000000.0,18.60,2.88,1.21,11.48,1.21,6780000000.0,25520000000.0,N/A,4.51,7.30,11.00,226190000.0,0.83,3120000000.0,1.41,21.09,1620000000.0,25520000000.0,0.11,104.17,N/A,5.26,4.42,13060000.0,N/A
48,N/A,N/A,AKAM,N/A,N/A,N/A,N/A,N/A,20.08,33.79,3.89,2.93,11.84,16.26,5.63,9560000000.0,14.23,9560000000.0,9450000000.0,21.65,3.48,3.85,14.34,3.85,1530000000.0,9560000000.0,N/A,1.67,20.40,6.40,4.45,4.45,657130000.0,3.01,19.28,782250000.0,9560000000.0,3.00,89.68,N/A,4.38,6.23,9530000.0,N/A
49,N/A,N/A,TXT,N/A,N/A,N/A,N/A,N/A,73.62,23.71,1.03,2.48,4.48,7.54,4.25,14450000000.0,52.20,14450000000.0,17610000000.0,19.11,3.02,1.26,11.70,1.26,2480000000.0,14450000000.0,N/A,2.31,62.20,7.20,1100000000.0,4.19,4280000000.0000005,2.08,22.09,1230000000.0,14450000000.0,0.14,82.68,N/A,3.71,2.53,7170000.0,N/A
50,N/A,N/A,PNC,N/A,N/A,N/A,N/A,N/A,89.09,17.58,4.40,1.61,27.53,37.16,1.17,68420000000.0,32.13,68420000000.0,117210000000.0,15.36,1.65,7.53,27.53,7.53,4010000000.0,68420000000.0,N/A,8.18,12.80,6.80,9140000000.0,19.21,58110000000.0,89.09,89.09,6170000000.0,68420000000.0,0.22,83.77,N/A,3.74,1.26,5520000.0,N/A
51,N/A,N/A,KLAC,N/A,N/A,N/A,N/A,N/A,189.54,15.93,4.41,11.13,27.82,37.54,16.24,16290000000.0,23.61,16290000000.0,16110000000.0,13.77,1.27,4.35,11.13,4.35,2190000000.0,16290000000.0,N/A,6.53,57.70,29.20,3060000000.0,19.5,2770000000.0,3.11,9.34,1280000000.0,16290000000.0,0.18,93.77,N/A,2.25,2.65,2530000.0,N/A
52,N/A,N/A,ROK,N/A,N/A,N/A,N/A,N/A,69.39,30.37,3.93,9.30,13.08,16.51,9.14,24780000000.0,49.15,24780000000.0,24020000000.0,23.32,2.25,3.81,19.99,3.81,2620000000.0,24780000000.0,N/A,6.35,10.50,8.40,2540000000.0,19.73,1850000000.0,2.06,20.75,1030000000.0,24780000000.0,0.55,76.14,N/A,1.18,1.22,1560000.0,N/A
53,N/A,N/A,TM,N/A,N/A,N/A,N/A,N/A,110.56,10.82,0.72,1.13,0.00,6.87,255240000000.0,183180000000.0,171.51,183180000000.0,10.82,0.72,0.72,0.00,0.00,0.00,43640000000.0,183180000000.0,N/A,11.50,52320000000.0,43640000000.0,52320000000.0,176840000000.0,176840000000.0,110.56,110.56,34470000000.0,183180000000.0,0.00,0.81,N/A,0.00,0.00,3.93,N/A
54,N/A,N/A,UNH,N/A,N/A,N/A,N/A,N/A,59.14,25.42,1.10,4.79,4.39,7.33,6.83,216980000000.0,204.93,216980000000.0,222810000000.0,20.69,1.46,1.13,13.81,1.13,67800000000.0,216980000000.0,N/A,8.81,26.30,8.70,19790000000.0,20.43,29260000000.0,0.65,46.75,14760000000.0,216980000000.0,1.55,89.18,N/A,2.51,0.83,7590000.0,N/A
55,N/A,N/A,HIG,N/A,N/A,N/A,N/A,N/A,32.88,41.95,1.06,1.14,2.65,3.22,0.17,19680000000.0,50.26,19680000000.0,21100000000.0,14.26,1.41,1.14,21.15,1.14,6950000000.0,19680000000.0,N/A,1.32,46.60,0.60,4099999999.9999995,11.5,5670000000.0,4.14,48.20,2180000000.0,19680000000.0,0.27,92.29,N/A,2.28,1.20,4640000.0,N/A
56,N/A,N/A,CLX,N/A,N/A,N/A,N/A,N/A,371.62,26.72,3.11,31.63,11.84,18.62,15.48,18730000000.0,46.80,18730000000.0,20330000000.0,24.08,4.06,3.37,16.01,3.37,2670000000.0,18730000000.0,N/A,5.43,7.30,4.00,3.63,3.63,2200000000.0,1.11,4.59,654500000.0,18730000000.0,0.10,75.96,N/A,7.12,6.59,6770000.0,N/A
57,N/A,N/A,PHM,N/A,N/A,N/A,N/A,N/A,79.74,16.88,1.21,2.31,7.77,13.11,6.83,10020000000.0,26.38,10020000000.0,13170000000.0,12.31,0.82,1.59,11.58,1.59,1940000000.0,10020000000.0,N/A,2.02,38.20,9.60,168670000.0,0.57,3460000000.0,3.89,14.78,627250000.0,10020000000.0,8.32,89.20,N/A,3.07,5.43,14380000.0,N/A
58,N/A,N/A,SEE,N/A,N/A,N/A,N/A,N/A,434.58,9.10,1.25,11.34,14.77,11.78,7.50,8620000000.0,36.10,8620000000.0,10650000000.0,19.51,2.78,1.54,10.32,1.54,2530000000.0,8620000000.0,N/A,5.25,382.20,6.20,1300000000.0,7.23,3310000000.0,1.70,4.22,1020000000.0,8620000000.0,0.89,96.31,N/A,3.53,4.17,6330000.0,N/A
59,N/A,N/A,BDX,N/A,N/A,N/A,N/A,N/A,145.74,47.76,4.14,3.87,9.10,18.56,4.43,50080000000.0,55.23,50080000000.0,54320000000.0,18.95,1.83,4.49,16.30,4.49,5940000000.0,50080000000.0,N/A,4.60,716.70,2.00,14210000000.0,62.32,18870000000.0,5.58,56.79,2550000000.0,50080000000.0,0.28,91.03,N/A,9.14,5.96,13730000.0,N/A
60,N/A,N/A,BK,N/A,N/A,N/A,N/A,N/A,36.11,16.04,3.58,1.51,24.24,33.84,1.04,55980000000.0,15.00,55980000000.0,4590000000.0,13.98,1.76,0.29,24.24,0.29,15170000000.0,55980000000.0,N/A,3.41,3.10,1.60,129090000000.0,126.06,68970000000.0,36.11,36.11,8039999999.999999,55980000000.0,0.00,0.00,N/A,2.96,1.40,15740000.0,N/A
61,N/A,N/A,SNI,N/A,N/A,N/A,N/A,N/A,89.70,17.54,3.04,3.98,17.46,39.26,13.07,10630000000.0,26.87,10630000000.0,13160000000.0,15.13,2.09,3.77,8.63,3.77,2210000000.0,10630000000.0,N/A,4.67,15.00,2.80,114730000.0,0.88,2670000000.0,3.18,20.55,1060000000.0,10630000000.0,9.46,86.84,N/A,4.01,5.26,2550000.0,N/A
62,N/A,N/A,AMP,N/A,N/A,N/A,N/A,N/A,91.77,15.88,2.10,4.00,14.19,25.33,1.31,25130000000.0,76.54,25130000000.0,26870000000.0,13.10,0.93,2.24,8.22,2.24,9090000000.0,25130000000.0,N/A,10.70,134.00,0.60,3700000000.0,25.05,5790000000.0,2.57,42.50,1130000000.0,25130000000.0,0.28,88.75,N/A,2.97,1.52,1750000.0,N/A
63,N/A,N/A,PEP,N/A,N/A,N/A,N/A,N/A,292.07,24.09,2.61,12.33,10.97,16.42,8.56,165780000000.0,44.51,165780000000.0,186900000000.0,20.82,3.52,2.94,14.86,2.94,34590000000.0,165780000000.0,N/A,4.84,7.60,1.30,18280000000.0,12.85,39170000000.0,1.35,9.45,9640000000.0,165780000000.0,0.19,71.97,N/A,2.54,0.57,6630000.0,N/A
64,N/A,N/A,LH,N/A,N/A,N/A,N/A,N/A,117.32,21.79,1.61,2.60,7.54,14.76,5.85,15910000000.0,96.43,15910000000.0,22610000000.0,15.19,1.72,2.29,11.91,2.29,3180000000.0,15910000000.0,N/A,7.17,0.60,9.50,409300000.0,4.02,7220000000.0,1.89,60.00,1340000000.0,15910000000.0,0.55,94.04,N/A,4.05,2.71,2760000.0,N/A
65,N/A,N/A,DF,N/A,N/A,N/A,N/A,N/A,156.59,24.63,0.13,1.70,0.53,2.14,4.15,1030000000.0,86.80,1030000000.0,1960000000.0,13.43,1.52,0.25,5.70,0.25,1990000000.0,1030000000.0,N/A,0.46,90.50,1.40,24350000.0,0.27,946480000.0,1.28,6.64,139520000.0,1030000000.0,9.76,98.68,N/A,5.05,13.72,10530000.0,N/A
